id;mes;ano;RegiaoAdministrativa;natureza;quantidade
22048;4;2023;SOBRADINHO II;FURTO A TRANSEUNTE;13
22049;5;2023;SOBRADINHO II;FURTO A TRANSEUNTE;9
22050;6;2023;SOBRADINHO II;FURTO A TRANSEUNTE;7
22051;7;2023;SOBRADINHO II;FURTO A TRANSEUNTE;11
22052;8;2023;SOBRADINHO II;FURTO A TRANSEUNTE;4
22053;9;2023;SOBRADINHO II;FURTO A TRANSEUNTE;4
22054;10;2023;SOBRADINHO II;FURTO A TRANSEUNTE;6
22055;11;2023;SOBRADINHO II;FURTO A TRANSEUNTE;10
22056;12;2023;SOBRADINHO II;FURTO A TRANSEUNTE;7
22057;1;2023;SOBRADINHO II;FURTO EM VEÍCULO;34
22058;2;2023;SOBRADINHO II;FURTO EM VEÍCULO;18
22059;3;2023;SOBRADINHO II;FURTO EM VEÍCULO;31
22060;4;2023;SOBRADINHO II;FURTO EM VEÍCULO;33
22061;5;2023;SOBRADINHO II;FURTO EM VEÍCULO;21
22062;6;2023;SOBRADINHO II;FURTO EM VEÍCULO;20
22063;7;2023;SOBRADINHO II;FURTO EM VEÍCULO;34
22064;8;2023;SOBRADINHO II;FURTO EM VEÍCULO;28
22065;9;2023;SOBRADINHO II;FURTO EM VEÍCULO;20
22066;10;2023;SOBRADINHO II;FURTO EM VEÍCULO;38
22067;11;2023;SOBRADINHO II;FURTO EM VEÍCULO;33
22068;12;2023;SOBRADINHO II;FURTO EM VEÍCULO;16
22069;1;2023;SOBRADINHO II;HOMICÍDIO;1
22070;2;2023;SOBRADINHO II;HOMICÍDIO;1
22071;3;2023;SOBRADINHO II;HOMICÍDIO;5
22072;4;2023;SOBRADINHO II;HOMICÍDIO;2
22073;5;2023;SOBRADINHO II;HOMICÍDIO;2
22074;6;2023;SOBRADINHO II;HOMICÍDIO;0
22075;7;2023;SOBRADINHO II;HOMICÍDIO;6
22076;8;2023;SOBRADINHO II;HOMICÍDIO;0
22077;9;2023;SOBRADINHO II;HOMICÍDIO;1
22078;10;2023;SOBRADINHO II;HOMICÍDIO;3
22079;11;2023;SOBRADINHO II;HOMICÍDIO;1
22080;12;2023;SOBRADINHO II;HOMICÍDIO;2
22081;1;2023;SOBRADINHO II;LATROCÍNIO;0
22082;2;2023;SOBRADINHO II;LATROCÍNIO;1
22083;3;2023;SOBRADINHO II;LATROCÍNIO;0
22084;4;2023;SOBRADINHO II;LATROCÍNIO;0
22085;5;2023;SOBRADINHO II;LATROCÍNIO;1
22086;6;2023;SOBRADINHO II;LATROCÍNIO;0
22087;7;2023;SOBRADINHO II;LATROCÍNIO;0
22088;8;2023;SOBRADINHO II;LATROCÍNIO;0
22089;9;2023;SOBRADINHO II;LATROCÍNIO;0
22090;10;2023;SOBRADINHO II;LATROCÍNIO;0
22091;11;2023;SOBRADINHO II;LATROCÍNIO;0
22092;12;2023;SOBRADINHO II;LATROCÍNIO;0
22093;1;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22094;2;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22095;3;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22096;4;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22097;5;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22098;6;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22099;7;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22100;8;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22101;9;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22102;10;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22103;11;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22104;12;2023;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22105;1;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;27
22106;2;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;18
22107;3;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;30
22108;4;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;29
22109;5;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;27
22110;6;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;20
22111;7;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;29
22112;8;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;33
22113;9;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;23
22114;10;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;20
22115;11;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;27
22116;12;2023;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;28
22117;1;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;15
22118;2;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;15
22119;3;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;13
22120;4;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;8
22121;5;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;11
22122;6;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;3
22123;7;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;9
22124;8;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;17
22125;9;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;4
22126;10;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;8
22127;11;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;7
22128;12;2023;SOBRADINHO II;POSSE/PORTE DE ARMA;11
22129;1;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;134
22130;2;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;109
22131;3;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;141
22132;4;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;108
22133;5;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;112
22134;6;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;131
22135;7;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;73
22136;8;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;85
22137;9;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;88
22138;10;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;100
22139;11;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;114
22140;12;2023;SOBRADINHO II;ROUBO A TRANSEUNTE;97
22141;1;2023;SOBRADINHO II;ROUBO DE VEÍCULO;13
22142;2;2023;SOBRADINHO II;ROUBO DE VEÍCULO;10
22143;3;2023;SOBRADINHO II;ROUBO DE VEÍCULO;27
22144;4;2023;SOBRADINHO II;ROUBO DE VEÍCULO;22
22145;5;2023;SOBRADINHO II;ROUBO DE VEÍCULO;23
22146;6;2023;SOBRADINHO II;ROUBO DE VEÍCULO;8
22147;7;2023;SOBRADINHO II;ROUBO DE VEÍCULO;16
22148;8;2023;SOBRADINHO II;ROUBO DE VEÍCULO;23
22149;9;2023;SOBRADINHO II;ROUBO DE VEÍCULO;15
22150;10;2023;SOBRADINHO II;ROUBO DE VEÍCULO;13
22151;11;2023;SOBRADINHO II;ROUBO DE VEÍCULO;25
22152;12;2023;SOBRADINHO II;ROUBO DE VEÍCULO;15
22153;1;2023;SOBRADINHO II;ROUBO EM COLETIVO;7
22154;2;2023;SOBRADINHO II;ROUBO EM COLETIVO;7
22155;3;2023;SOBRADINHO II;ROUBO EM COLETIVO;13
22156;4;2023;SOBRADINHO II;ROUBO EM COLETIVO;9
22157;5;2023;SOBRADINHO II;ROUBO EM COLETIVO;15
22158;6;2023;SOBRADINHO II;ROUBO EM COLETIVO;18
22159;7;2023;SOBRADINHO II;ROUBO EM COLETIVO;21
22160;8;2023;SOBRADINHO II;ROUBO EM COLETIVO;12
22161;9;2023;SOBRADINHO II;ROUBO EM COLETIVO;9
22162;10;2023;SOBRADINHO II;ROUBO EM COLETIVO;12
22163;11;2023;SOBRADINHO II;ROUBO EM COLETIVO;8
22164;12;2023;SOBRADINHO II;ROUBO EM COLETIVO;6
22165;1;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;5
22166;2;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;5
22167;3;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;8
22168;4;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;13
22169;5;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;7
22170;6;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;2
22171;7;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;7
22172;8;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;5
22173;9;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;3
22174;10;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;0
22175;11;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;4
22176;12;2023;SOBRADINHO II;ROUBO EM COMÉRCIO;7
22177;1;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;3
22178;2;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;5
22179;3;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;3
22180;4;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;1
22181;5;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;2
22182;6;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;3
22183;7;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;1
22184;8;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;3
22185;9;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;4
22186;10;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;0
22187;11;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;2
22188;12;2023;SOBRADINHO II;ROUBO EM RESIDÊNCIA;0
22189;1;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;4
22190;2;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;3
22191;3;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;2
22192;4;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;5
22193;5;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;8
22194;6;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;3
22195;7;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;2
22196;8;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;2
22197;9;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;5
22198;10;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;9
22199;11;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;5
22200;12;2023;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;7
22201;1;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22202;2;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22203;3;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22204;4;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22205;5;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22206;6;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22207;7;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22208;8;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22209;9;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;2
22210;10;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22211;11;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22212;12;2023;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;2
22213;1;2023;SOBRADINHO II;TRÁFICO DE DROGAS;4
22214;2;2023;SOBRADINHO II;TRÁFICO DE DROGAS;9
22215;3;2023;SOBRADINHO II;TRÁFICO DE DROGAS;13
22216;4;2023;SOBRADINHO II;TRÁFICO DE DROGAS;14
22217;5;2023;SOBRADINHO II;TRÁFICO DE DROGAS;17
22218;6;2023;SOBRADINHO II;TRÁFICO DE DROGAS;10
22219;7;2023;SOBRADINHO II;TRÁFICO DE DROGAS;8
22220;8;2023;SOBRADINHO II;TRÁFICO DE DROGAS;11
22221;9;2023;SOBRADINHO II;TRÁFICO DE DROGAS;8
22222;10;2023;SOBRADINHO II;TRÁFICO DE DROGAS;8
22223;11;2023;SOBRADINHO II;TRÁFICO DE DROGAS;14
22224;12;2023;SOBRADINHO II;TRÁFICO DE DROGAS;18
22225;1;2023;SOBRADINHO II;USO E PORTE DE DROGAS;12
22226;2;2023;SOBRADINHO II;USO E PORTE DE DROGAS;17
22227;3;2023;SOBRADINHO II;USO E PORTE DE DROGAS;17
22228;4;2023;SOBRADINHO II;USO E PORTE DE DROGAS;30
22229;5;2023;SOBRADINHO II;USO E PORTE DE DROGAS;24
22230;6;2023;SOBRADINHO II;USO E PORTE DE DROGAS;17
22231;7;2023;SOBRADINHO II;USO E PORTE DE DROGAS;43
22232;8;2023;SOBRADINHO II;USO E PORTE DE DROGAS;30
22233;9;2023;SOBRADINHO II;USO E PORTE DE DROGAS;20
22234;10;2023;SOBRADINHO II;USO E PORTE DE DROGAS;14
22235;11;2023;SOBRADINHO II;USO E PORTE DE DROGAS;10
22236;12;2023;SOBRADINHO II;USO E PORTE DE DROGAS;14
22237;1;2024;SOBRADINHO II;ESTUPRO;8
22238;2;2024;SOBRADINHO II;ESTUPRO;9
22239;3;2024;SOBRADINHO II;ESTUPRO;4
22240;4;2024;SOBRADINHO II;ESTUPRO;4
22241;5;2024;SOBRADINHO II;ESTUPRO;4
22242;6;2024;SOBRADINHO II;ESTUPRO;8
22243;7;2024;SOBRADINHO II;ESTUPRO;6
22244;8;2024;SOBRADINHO II;ESTUPRO;7
22245;9;2024;SOBRADINHO II;ESTUPRO;5
22246;10;2024;SOBRADINHO II;ESTUPRO;8
22247;11;2024;SOBRADINHO II;ESTUPRO;7
22248;12;2024;SOBRADINHO II;ESTUPRO;5
22249;1;2024;SOBRADINHO II;FURTO A TRANSEUNTE;9
22250;2;2024;SOBRADINHO II;FURTO A TRANSEUNTE;11
22251;3;2024;SOBRADINHO II;FURTO A TRANSEUNTE;12
22252;4;2024;SOBRADINHO II;FURTO A TRANSEUNTE;14
22253;5;2024;SOBRADINHO II;FURTO A TRANSEUNTE;11
22254;6;2024;SOBRADINHO II;FURTO A TRANSEUNTE;9
22255;7;2024;SOBRADINHO II;FURTO A TRANSEUNTE;17
22256;8;2024;SOBRADINHO II;FURTO A TRANSEUNTE;12
22257;9;2024;SOBRADINHO II;FURTO A TRANSEUNTE;8
22258;10;2024;SOBRADINHO II;FURTO A TRANSEUNTE;8
22259;11;2024;SOBRADINHO II;FURTO A TRANSEUNTE;11
22260;12;2024;SOBRADINHO II;FURTO A TRANSEUNTE;6
22261;1;2024;SOBRADINHO II;FURTO EM VEÍCULO;31
22262;2;2024;SOBRADINHO II;FURTO EM VEÍCULO;18
22263;3;2024;SOBRADINHO II;FURTO EM VEÍCULO;30
22264;4;2024;SOBRADINHO II;FURTO EM VEÍCULO;31
22265;5;2024;SOBRADINHO II;FURTO EM VEÍCULO;30
22266;6;2024;SOBRADINHO II;FURTO EM VEÍCULO;25
22267;7;2024;SOBRADINHO II;FURTO EM VEÍCULO;29
22268;8;2024;SOBRADINHO II;FURTO EM VEÍCULO;35
22269;9;2024;SOBRADINHO II;FURTO EM VEÍCULO;27
22270;10;2024;SOBRADINHO II;FURTO EM VEÍCULO;21
22271;11;2024;SOBRADINHO II;FURTO EM VEÍCULO;14
22272;12;2024;SOBRADINHO II;FURTO EM VEÍCULO;25
22273;1;2024;SOBRADINHO II;HOMICÍDIO;0
22274;2;2024;SOBRADINHO II;HOMICÍDIO;2
22275;3;2024;SOBRADINHO II;HOMICÍDIO;2
22276;4;2024;SOBRADINHO II;HOMICÍDIO;1
22277;5;2024;SOBRADINHO II;HOMICÍDIO;0
22278;6;2024;SOBRADINHO II;HOMICÍDIO;1
22279;7;2024;SOBRADINHO II;HOMICÍDIO;1
22280;8;2024;SOBRADINHO II;HOMICÍDIO;1
22281;9;2024;SOBRADINHO II;HOMICÍDIO;0
22282;10;2024;SOBRADINHO II;HOMICÍDIO;3
22283;11;2024;SOBRADINHO II;HOMICÍDIO;1
22284;12;2024;SOBRADINHO II;HOMICÍDIO;2
22285;1;2024;SOBRADINHO II;LATROCÍNIO;0
22286;2;2024;SOBRADINHO II;LATROCÍNIO;0
22287;3;2024;SOBRADINHO II;LATROCÍNIO;0
22288;4;2024;SOBRADINHO II;LATROCÍNIO;0
22289;5;2024;SOBRADINHO II;LATROCÍNIO;0
22290;6;2024;SOBRADINHO II;LATROCÍNIO;0
22291;7;2024;SOBRADINHO II;LATROCÍNIO;0
22292;8;2024;SOBRADINHO II;LATROCÍNIO;0
22293;9;2024;SOBRADINHO II;LATROCÍNIO;0
22294;10;2024;SOBRADINHO II;LATROCÍNIO;0
22295;11;2024;SOBRADINHO II;LATROCÍNIO;0
22296;12;2024;SOBRADINHO II;LATROCÍNIO;1
22297;1;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22298;2;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22299;3;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22300;4;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22301;5;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;1
22302;6;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22303;7;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;1
22304;8;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22305;9;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22306;10;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22307;11;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;0
22308;12;2024;SOBRADINHO II;LESÃO CORPORAL SEG. DE MORTE;1
22309;1;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;15
22310;2;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;19
22311;3;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;27
22312;4;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;29
22313;5;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;23
22314;6;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;16
22315;7;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;15
22316;8;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;28
22317;9;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;14
22318;10;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;14
22319;11;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;18
22320;12;2024;SOBRADINHO II;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;19
22321;1;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;10
22322;2;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;7
22323;3;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;11
22324;4;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;6
22325;5;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;10
22326;6;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;8
22327;7;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;9
22328;8;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;5
22329;9;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;8
22330;10;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;7
22331;11;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;12
22332;12;2024;SOBRADINHO II;POSSE/PORTE DE ARMA;7
22333;1;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;88
22334;2;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;84
22335;3;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;83
22336;4;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;100
22337;5;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;85
22338;6;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;94
22339;7;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;108
22340;8;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;100
22341;9;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;93
22342;10;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;94
22343;11;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;100
22344;12;2024;SOBRADINHO II;ROUBO A TRANSEUNTE;88
22345;1;2024;SOBRADINHO II;ROUBO DE VEÍCULO;11
22346;2;2024;SOBRADINHO II;ROUBO DE VEÍCULO;12
22347;3;2024;SOBRADINHO II;ROUBO DE VEÍCULO;19
22348;4;2024;SOBRADINHO II;ROUBO DE VEÍCULO;25
22349;5;2024;SOBRADINHO II;ROUBO DE VEÍCULO;20
22350;6;2024;SOBRADINHO II;ROUBO DE VEÍCULO;15
22351;7;2024;SOBRADINHO II;ROUBO DE VEÍCULO;10
22352;8;2024;SOBRADINHO II;ROUBO DE VEÍCULO;13
22353;9;2024;SOBRADINHO II;ROUBO DE VEÍCULO;5
22354;10;2024;SOBRADINHO II;ROUBO DE VEÍCULO;8
22355;11;2024;SOBRADINHO II;ROUBO DE VEÍCULO;10
22356;12;2024;SOBRADINHO II;ROUBO DE VEÍCULO;16
22357;1;2024;SOBRADINHO II;ROUBO EM COLETIVO;10
22358;2;2024;SOBRADINHO II;ROUBO EM COLETIVO;2
22359;3;2024;SOBRADINHO II;ROUBO EM COLETIVO;2
22360;4;2024;SOBRADINHO II;ROUBO EM COLETIVO;0
22361;5;2024;SOBRADINHO II;ROUBO EM COLETIVO;1
22362;6;2024;SOBRADINHO II;ROUBO EM COLETIVO;5
22363;7;2024;SOBRADINHO II;ROUBO EM COLETIVO;4
22364;8;2024;SOBRADINHO II;ROUBO EM COLETIVO;5
22365;9;2024;SOBRADINHO II;ROUBO EM COLETIVO;5
22366;10;2024;SOBRADINHO II;ROUBO EM COLETIVO;4
22367;11;2024;SOBRADINHO II;ROUBO EM COLETIVO;1
22368;12;2024;SOBRADINHO II;ROUBO EM COLETIVO;1
22369;1;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;2
22370;2;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;2
22371;3;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;3
22372;4;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;2
22373;5;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;1
22374;6;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;3
22375;7;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;0
22376;8;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;1
22377;9;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;1
22378;10;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;4
22379;11;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;3
22380;12;2024;SOBRADINHO II;ROUBO EM COMÉRCIO;1
22381;1;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;1
22382;2;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;4
22383;3;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;0
22384;4;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;1
22385;5;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;1
22386;6;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;1
22387;7;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;2
22388;8;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;0
22389;9;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;1
22390;10;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;0
22391;11;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;2
22392;12;2024;SOBRADINHO II;ROUBO EM RESIDÊNCIA;4
22393;1;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;2
22394;2;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;4
22395;3;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;4
22396;4;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;2
22397;5;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;6
22398;6;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;5
22399;7;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;3
22400;8;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;4
22401;9;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;6
22402;10;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;7
22403;11;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;7
22404;12;2024;SOBRADINHO II;TENTATIVA DE HOMICÍDIO;0
22405;1;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22406;2;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22407;3;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;3
22408;4;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22409;5;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22410;6;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22411;7;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22412;8;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22413;9;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;1
22414;10;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22415;11;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;0
22416;12;2024;SOBRADINHO II;TENTATIVA DE LATROCÍNIO;2
22417;1;2024;SOBRADINHO II;TRÁFICO DE DROGAS;12
22418;2;2024;SOBRADINHO II;TRÁFICO DE DROGAS;17
22419;3;2024;SOBRADINHO II;TRÁFICO DE DROGAS;6
22420;4;2024;SOBRADINHO II;TRÁFICO DE DROGAS;13
22421;5;2024;SOBRADINHO II;TRÁFICO DE DROGAS;10
22422;6;2024;SOBRADINHO II;TRÁFICO DE DROGAS;11
22423;7;2024;SOBRADINHO II;TRÁFICO DE DROGAS;6
22424;8;2024;SOBRADINHO II;TRÁFICO DE DROGAS;11
22425;9;2024;SOBRADINHO II;TRÁFICO DE DROGAS;15
22426;10;2024;SOBRADINHO II;TRÁFICO DE DROGAS;11
22427;11;2024;SOBRADINHO II;TRÁFICO DE DROGAS;19
22428;12;2024;SOBRADINHO II;TRÁFICO DE DROGAS;19
22429;1;2024;SOBRADINHO II;USO E PORTE DE DROGAS;14
22430;2;2024;SOBRADINHO II;USO E PORTE DE DROGAS;11
